Subj_num,Duration_sec,Finished,Stimulus_list,item_n,item_adj,Word_order,Type_of_Adj,noun_gender,Rating,LexTALE_Eng,LexTALE_Esp,Eng_acq_age,Span_acq_age,first_lang,Home_langs,kid_perc_speak_Eng,kid_perc_hear_Eng,kid_perc_ speak_Span,kid_perc_hear_Span,lang_k_5,lang_k_5_TEXT,lang_6_8,lang_9_12,lang_9_12_TEXT,Eng_usage_family,Eng_usage_friends,Eng_usage_classmates,Eng_usage_coworkers,Eng_usage_other,Eng_usage_ave,Span_usage_family,Span_usage_friends,Span_usage_classmates,Span_usage_coworkers,Span_usage_other,Span_usage_ave,Eng_comfort_hear,Eng_comfort_speak,Eng_comfort_read,Eng_comfort_write,Eng_comfort_ave,Span_comfort_hear,Span_comfort_speak,Span_comfort_read,Span_comfort_write,Span_comfort_ave,Percent_convo_w_bilinguals,CS_in _own_speech,CS_freq_family,CS_freq_friends,CS_freq_classmates,CS_freq_coworkers,CS_freq_other,CS_freq_ave,Eng_fluent,Span_fluent,Dom_lang,Dom_lang_TEXT,Live,work_EP,work_remote,work_remote_TEXT,classes_EP,classes_remote,classes_remote_TEXT,perc_time_EP,talk_w_EP,Age,Latinx,Gender,Education,Education
2,1202,TRUE,2,vincha,elástico,AdjN,post-nominal,f,NA,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,uña,acrílica,AdjN,post-nominal,f,NA,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,campeonato,brasileño,AdjN,post-nominal,m,NA,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,toalla,turca,AdjN,post-nominal,f,NA,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,vino,chileno,AdjN,post-nominal,m,NA,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,pelo,rubio,AdjN,no change,m,NA,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,mochila,gris,AdjN,no change,f,NA,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,pelota,rojo,AdjN,no change,f,NA,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,uniforme,azul,AdjN,no change,m,NA,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,reloj,blanco,AdjN,no change,m,NA,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,cuadro,negro,AdjN,no change,m,NA,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,hierba,verde,AdjN,no change,f,NA,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,bicicleta,marrón,AdjN,no change,f,NA,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,hamaca,amarillo,AdjN,no change,f,NA,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,vestido,morado,AdjN,no change,m,NA,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,librería,viejo,AdjN,change,f,NA,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,coche,viejo,AdjN,change,m,NA,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,gato,solo,AdjN,change,f,NA,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,pintor,solo,AdjN,change,m,NA,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,tatuaje,mismo,AdjN,change,m,NA,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,documento,mismo,AdjN,change,m,NA,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,estudiante,pobre,AdjN,change,m,NA,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,trabajador,pobre,AdjN,change,m,NA,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,mujer,alto,AdjN,change,f,NA,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,coronel,alto,AdjN,change,m,NA,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,manzanas,tres,AdjN,pre-nominal,f,NA,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,estados,cinco,AdjN,pre-nominal,m,NA,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,millas,doce,AdjN,pre-nominal,f,NA,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,verduras,unos,AdjN,pre-nominal,f,NA,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,canción,este,AdjN,pre-nominal,f,NA,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,coche,ese,AdjN,pre-nominal,m,NA,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,conexión,algún,AdjN,pre-nominal,f,NA,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,oportunidades,menos,AdjN,pre-nominal,f,NA,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,comida,bastante,AdjN,pre-nominal,f,NA,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,películas,muchos,AdjN,pre-nominal,f,NA,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,avión,estadounidense,AdjN,post-nominal,m,3,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,desayuno,holandés,AdjN,post-nominal,m,5,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,libro,alemán,AdjN,post-nominal,m,3,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,juguete,eléctrico,AdjN,post-nominal,m,4,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,cinturilla,elástico,AdjN,post-nominal,f,6,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,pintura,acrílica,AdjN,post-nominal,f,3,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,pájaro,cubano,AdjN,post-nominal,m,6,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,edificio,belga,AdjN,post-nominal,m,3,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,té,argentino,AdjN,post-nominal,m,3,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,perro,rubio,AdjN,no change,m,5,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,pelo,gris,AdjN,no change,m,3,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,cobija,rojo,AdjN,no change,f,5,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,cielo,azul,AdjN,no change,m,3,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,papel,blanco,AdjN,no change,m,3,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,pluma,negro,AdjN,no change,f,5,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,pintura,verde,AdjN,no change,f,3,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,líquido,marrón,AdjN,no change,m,7,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,lápiz,amarillo,AdjN,no change,m,3,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,flor,morado,AdjN,no change,f,6,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,amigo,viejo,AdjN,change,f,4,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,pájaro,viejo,AdjN,change,m,6,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,persona,solo,AdjN,change,f,7,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,chico,solo,AdjN,change,m,6,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
2,1202,TRUE,2,piel,mismo,AdjN,change,f,5,79.74358974,73.537,5,0,Spanish,Both,40,51,61,51,English,NA,English,English,NA,6,6,7,5,6,6,6,3,NA,3,4,4,6,6,6,6,,6,6,6,6,,40,Yes,5,3,2,5,NA,3.75,Yes,Yes,English and Spanish are equally strong,NA,"El Paso, Texas, USA",NA,NA,NA,Yes,No,NA,95,92,23,No,male,"Bachelor's degree (e.g. BA, BS)",
